"Month","Total_Premiums","Total_Recoveries","Total_FinReIncomeCF","Total_FinReRepayment","Total_RiskReinsuranceRecoveries","Total_RiskReinsurancePremiums"
300,0,172582.306548777,0,1268685.66587037,172582.306548777,-1268685.66587037
301,0,173014.474857192,0,1264714.90828535,173014.474857192,-1264714.90828535
302,0,171644.19636091,0,1258408.00814825,171644.19636091,-1258408.00814825
303,0,172185.038654475,0,1255620.49776108,172185.038654475,-1255620.49776108
304,0,171797.204477651,0,1250739.25137064,171797.204477651,-1250739.25137064
305,0,171667.176517167,0,1247926.81993446,171667.176517167,-1247926.81993446
306,0,171371.775203935,0,1245882.69355592,171371.775203935,-1245882.69355592
307,0,170446.162628677,0,1241570.88712442,170446.162628677,-1241570.88712442
308,0,170040.307297251,0,1234374.96129926,170040.307297251,-1234374.96129926
309,0,169341.112056887,0,1229023.67828095,169341.112056887,-1229023.67828095
310,0,168420.071302641,0,1226833.63674891,168420.071302641,-1226833.63674891
311,0,168350.537606294,0,1224422.25423283,168350.537606294,-1224422.25423283
312,0,167506.310064443,0,1220669.89143249,167506.310064443,-1220669.89143249
313,0,166035.588669138,0,1216072.48865077,166035.588669138,-1216072.48865077
314,0,165599.80806134,0,1211100.43331308,165599.80806134,-1211100.43331308
315,0,164986.61957741,0,1207055.28065346,164986.61957741,-1207055.28065346
316,0,164812.409873873,0,1202133.3212503,164812.409873873,-1202133.3212503
317,0,163944.497602092,0,1198510.54590295,163944.497602092,-1198510.54590295
318,0,163624.299765378,0,1196592.83283474,163624.299765378,-1196592.83283474
319,0,162575.827044487,0,1191928.13835936,162575.827044487,-1191928.13835936
320,0,162318.417911542,0,1185241.3354183,162318.417911542,-1185241.3354183
321,0,160872.214195545,0,1179240.86545902,160872.214195545,-1179240.86545902
322,0,160678.760893337,0,1176348.29789706,160678.760893337,-1176348.29789706
323,0,160788.161384951,0,1173592.60550767,160788.161384951,-1173592.60550767
324,0,161047.752832798,0,1171014.32784018,161047.752832798,-1171014.32784018
325,0,161381.398740733,0,1167643.15267661,161381.398740733,-1167643.15267661
326,0,160559.759713345,0,1161589.74718145,160559.759713345,-1161589.74718145
327,0,161203.90478219,0,1157398.83293971,161203.90478219,-1157398.83293971
328,0,160423.78839668,0,1152581.55869355,160423.78839668,-1152581.55869355
329,0,160211.146922052,0,1148738.84074146,160211.146922052,-1148738.84074146
330,0,159513.790761729,0,1142316.4879658,159513.790761729,-1142316.4879658
331,0,158300.535137494,0,1137540.7908818,158300.535137494,-1137540.7908818
332,0,155132.312960265,0,1129478.80812949,155132.312960265,-1129478.80812949
333,0,154512.538477055,0,1124836.81518153,154512.538477055,-1124836.81518153
334,0,154319.722274611,0,1121681.28338562,154319.722274611,-1121681.28338562
335,0,155322.822992052,0,1119970.0562177,155322.822992052,-1119970.0562177
336,0,155539.43265801,0,1117005.65828089,155539.43265801,-1117005.65828089
337,0,155693.361130483,0,1113178.63813797,155693.361130483,-1113178.63813797
338,0,155245.082295854,0,1108238.37827283,155245.082295854,-1108238.37827283
339,0,153712.326831465,0,1102235.60034389,153712.326831465,-1102235.60034389
340,0,154307.328034988,0,1097390.1474105,154307.328034988,-1097390.1474105
341,0,153144.302028937,0,1093553.2743078,153144.302028937,-1093553.2743078
342,0,152387.290359333,0,1090809.3876929,152387.290359333,-1090809.3876929
343,0,150652.569615565,0,1086121.15213842,150652.569615565,-1086121.15213842
344,0,149941.157005303,0,1080252.84211558,149941.157005303,-1080252.84211558
345,0,149279.442274037,0,1075902.23530604,149279.442274037,-1075902.23530604
346,0,149265.38895189,0,1073092.45488758,149265.38895189,-1073092.45488758
347,0,149337.989935931,0,1070644.0759249,149337.989935931,-1070644.0759249
348,0,148445.685964996,0,1068060.51676263,148445.685964996,-1068060.51676263
349,0,146851.830894468,0,1059723.31976129,146851.830894468,-1059723.31976129
350,0,145808.75419688,0,1054494.98251149,145808.75419688,-1054494.98251149
351,0,145374.812128964,0,1050534.99091993,145374.812128964,-1050534.99091993
352,0,144959.574504061,0,1045841.15492975,144959.574504061,-1045841.15492975
353,0,145068.194225718,0,1042531.81549182,145068.194225718,-1042531.81549182
354,0,145108.216320933,0,1038802.3632465,145108.216320933,-1038802.3632465
355,0,144559.082500961,0,1034556.17828635,144559.082500961,-1034556.17828635
356,0,144110.503049125,0,1027188.26292575,144110.503049125,-1027188.26292575
357,0,143187.089375492,0,1021657.21123447,143187.089375492,-1021657.21123447
358,0,143098.275727823,0,1019667.67883672,143098.275727823,-1019667.67883672
359,0,142827.128263105,0,1017129.72371342,142827.128263105,-1017129.72371342
360,0,142037.031879315,0,1013497.83300053,142037.031879315,-1013497.83300053
361,0,141287.596232435,0,1009634.54973631,141287.596232435,-1009634.54973631
362,0,141278.321425464,0,1005535.10077911,141278.321425464,-1005535.10077911
363,0,141699.342069838,0,1002391.76475978,141699.342069838,-1002391.76475978
364,0,141891.148583587,0,997558.561554542,141891.148583587,-997558.561554542
365,0,141226.537318428,0,994676.572161585,141226.537318428,-994676.572161585
366,0,139430.977679839,0,990125.503588706,139430.977679839,-990125.503588706
367,0,137676.940979764,0,984106.757993108,137676.940979764,-984106.757993108
368,0,136417.169006817,0,977892.920057003,136417.169006817,-977892.920057003
369,0,135407.275500257,0,973387.491894541,135407.275500257,-973387.491894541
370,0,134482.264906996,0,971013.458882043,134482.264906996,-971013.458882043
371,0,133880.301561614,0,967980.664666858,133880.301561614,-967980.664666858
372,0,132784.392782483,0,964802.822575137,132784.392782483,-964802.822575137
373,0,132160.381576199,0,959557.934475161,132160.381576199,-959557.934475161
374,0,130922.645051036,0,954732.062441831,130922.645051036,-954732.062441831
375,0,130567.245271207,0,948906.202253074,130567.245271207,-948906.202253074
376,0,129677.416247702,0,944025.802198349,129677.416247702,-944025.802198349
377,0,129364.522250764,0,942197.723049933,129364.522250764,-942197.723049933
378,0,128497.434277786,0,939092.257962415,128497.434277786,-939092.257962415
379,0,127935.709551888,0,935769.805533286,127935.709551888,-935769.805533286
380,0,126440.960502411,0,929224.870262453,126440.960502411,-929224.870262453
381,0,125483.630448631,0,925030.39586731,125483.630448631,-925030.39586731
382,0,125659.296269344,0,924057.506773857,125659.296269344,-924057.506773857
383,0,125989.589829411,0,921561.798886854,125989.589829411,-921561.798886854
384,0,125334.325004635,0,919093.056394729,125334.325004635,-919093.056394729
385,0,124426.897625017,0,914667.429731331,124426.897625017,-914667.429731331
386,0,123303.351623757,0,909802.049739583,123303.351623757,-909802.049739583
387,0,123252.96466458,0,905163.797882955,123252.96466458,-905163.797882955
388,0,122042.961095262,0,899922.859129029,122042.961095262,-899922.859129029
389,0,122059.92434757,0,897522.182560319,122059.92434757,-897522.182560319
390,0,120959.501298924,0,894587.853654251,120959.501298924,-894587.853654251
391,0,120374.313438483,0,891141.280368434,120374.313438483,-891141.280368434
392,0,119634.436391393,0,885835.958852753,119634.436391393,-885835.958852753
393,0,118561.082203051,0,879215.073445495,118561.082203051,-879215.073445495
394,0,118390.484180767,0,876700.382710491,118390.484180767,-876700.382710491
395,0,116331.914922458,0,873130.921534097,116331.914922458,-873130.921534097
396,0,115843.426484896,0,870002.398537576,115843.426484896,-870002.398537576
397,0,114552.133938625,0,865556.332303799,114552.133938625,-865556.332303799
398,0,113451.142340122,0,860952.576973486,113451.142340122,-860952.576973486
399,0,113840.496373505,0,856757.030764408,113840.496373505,-856757.030764408
400,0,113357.822888411,0,851872.345954219,113357.822888411,-851872.345954219
401,0,109152.657844354,0,847560.895482927,109152.657844354,-847560.895482927
402,0,107769.831523176,0,843478.281666102,107769.831523176,-843478.281666102
403,0,107155.252131715,0,837408.529692005,107155.252131715,-837408.529692005
404,0,106444.457412038,0,832168.988266371,106444.457412038,-832168.988266371
405,0,106132.757617707,0,828152.926609716,106132.757617707,-828152.926609716
406,0,105756.956002302,0,825948.36608014,105756.956002302,-825948.36608014
407,0,105106.190495855,0,823478.62203008,105106.190495855,-823478.62203008
408,0,104152.340465732,0,821303.75565383,104152.340465732,-821303.75565383
409,0,102931.261364198,0,817071.736899774,102931.261364198,-817071.736899774
410,0,101736.374532833,0,813060.253872027,101736.374532833,-813060.253872027
411,0,100721.584047419,0,808332.125049725,100721.584047419,-808332.125049725
412,0,100830.223895941,0,804687.459227624,100830.223895941,-804687.459227624
413,0,98727.6229438778,0,799670.05178937,98727.6229438778,-799670.05178937
414,0,96926.2965000741,0,795897.880530071,96926.2965000741,-795897.880530071
415,0,96022.548578836,0,791325.588710494,96022.548578836,-791325.588710494
416,0,95105.0386438652,0,786383.168103614,95105.0386438652,-786383.168103614
417,0,94677.1554088517,0,781648.780008445,94677.1554088517,-781648.780008445
418,0,94438.0711193137,0,779420.87629247,94438.0711193137,-779420.87629247
419,0,94180.313585486,0,777991.622792326,94180.313585486,-777991.622792326
420,0,94125.8692469151,0,776125.907036814,94125.8692469151,-776125.907036814
421,0,93185.387902423,0,771130.346611414,93185.387902423,-771130.346611414
422,0,92653.2359893237,0,765596.179016914,92653.2359893237,-765596.179016914
423,0,89673.0479213325,0,759552.629511489,89673.0479213325,-759552.629511489
424,0,89128.3395574824,0,755000.509051346,89128.3395574824,-755000.509051346
425,0,88199.487506456,0,752712.588382757,88199.487506456,-752712.588382757
426,0,87419.0807406231,0,750365.814197854,87419.0807406231,-750365.814197854
427,0,86797.5636904799,0,745914.736126261,86797.5636904799,-745914.736126261
428,0,85358.7438971236,0,740377.391688749,85358.7438971236,-740377.391688749
429,0,84919.9785088734,0,736216.788767893,84919.9785088734,-736216.788767893
430,0,85097.1916118253,0,731307.073139622,85097.1916118253,-731307.073139622
431,0,84652.2705759931,0,729410.509672924,84652.2705759931,-729410.509672924
432,0,84295.3707659763,0,727684.088337497,84295.3707659763,-727684.088337497
433,0,83759.1324445087,0,724234.926356814,83759.1324445087,-724234.926356814
434,0,82989.2117274119,0,719881.326896006,82989.2117274119,-719881.326896006
435,0,81879.8180132706,0,716267.391625812,81879.8180132706,-716267.391625812
436,0,81251.6603162124,0,712562.221908926,81251.6603162124,-712562.221908926
437,0,80577.6270764288,0,710762.89787278,80577.6270764288,-710762.89787278
438,0,79567.668660223,0,707580.240335567,79567.668660223,-707580.240335567
439,0,78783.3334734124,0,703976.022769863,78783.3334734124,-703976.022769863
440,0,77685.5547774074,0,699308.290647007,77685.5547774074,-699308.290647007
441,0,76548.8949039564,0,695453.04367209,76548.8949039564,-695453.04367209
442,0,76221.1391762463,0,693268.302933841,76221.1391762463,-693268.302933841
443,0,75775.0721855254,0,690877.254870703,75775.0721855254,-690877.254870703
444,0,74972.6854701904,0,686828.570270989,74972.6854701904,-686828.570270989
445,0,74947.7370435744,0,683884.994306745,74947.7370435744,-683884.994306745
446,0,74169.2603243992,0,680028.997378178,74169.2603243992,-680028.997378178
447,0,73670.8830206012,0,677629.296274481,73670.8830206012,-677629.296274481
448,0,73190.322098385,0,673515.725812096,73190.322098385,-673515.725812096
449,0,71399.408073758,0,670849.974703515,71399.408073758,-670849.974703515
450,0,70882.2905152454,0,668570.867830192,70882.2905152454,-668570.867830192
451,0,70456.1681420598,0,665117.216037475,70456.1681420598,-665117.216037475
452,0,69714.4768255057,0,660227.69891784,69714.4768255057,-660227.69891784
453,0,68965.1042045057,0,656997.492985908,68965.1042045057,-656997.492985908
454,0,68539.4779143096,0,654407.988907237,68539.4779143096,-654407.988907237
455,0,68141.5494713186,0,652611.354894666,68141.5494713186,-652611.354894666
456,0,66638.5221626305,0,650181.688076419,66638.5221626305,-650181.688076419
457,0,65668.2792633703,0,646772.848042218,65668.2792633703,-646772.848042218
458,0,64945.8250287051,0,641911.333210743,64945.8250287051,-641911.333210743
459,0,63713.0535487809,0,638299.748019954,63713.0535487809,-638299.748019954
460,0,63155.7518767587,0,634530.449128517,63155.7518767587,-634530.449128517
461,0,62141.0608738695,0,632631.200891242,62141.0608738695,-632631.200891242
462,0,61059.5995592885,0,629997.981719697,61059.5995592885,-629997.981719697
463,0,60477.880234154,0,625991.023261528,60477.880234154,-625991.023261528
464,0,59549.2889611668,0,621016.634180536,59549.2889611668,-621016.634180536
465,0,59175.2429597542,0,617841.571035616,59175.2429597542,-617841.571035616
466,0,59196.0281975709,0,616160.49575272,59196.0281975709,-616160.49575272
467,0,58706.9010682276,0,614280.069577739,58706.9010682276,-614280.069577739
468,0,58485.3837638287,0,613085.121166738,58485.3837638287,-613085.121166738
469,0,58248.6379702521,0,609228.540633912,58248.6379702521,-609228.540633912
470,0,57815.9335806893,0,605610.484607499,57815.9335806893,-605610.484607499
471,0,57294.3267841746,0,602776.959715703,57294.3267841746,-602776.959715703
472,0,55735.2847086813,0,598624.841890165,55735.2847086813,-598624.841890165
473,0,54987.733385647,0,596626.178972023,54987.733385647,-596626.178972023
474,0,54333.3031015822,0,594403.858291232,54333.3031015822,-594403.858291232
475,0,53913.9465651556,0,590295.784405349,53913.9465651556,-590295.784405349
476,0,53368.48791901,0,586811.129708985,53368.48791901,-586811.129708985
477,0,53229.1808144712,0,583880.028233155,53229.1808144712,-583880.028233155
478,0,53182.5516784338,0,581480.886141603,53182.5516784338,-581480.886141603
479,0,53062.2471967527,0,580713.073782597,53062.2471967527,-580713.073782597
480,0,52704.7671850835,0,579775.301888634,52704.7671850835,-579775.301888634
481,0,52178.8535783035,0,576085.963307957,52178.8535783035,-576085.963307957
482,0,51283.5786871881,0,572257.125511182,51283.5786871881,-572257.125511182
483,0,51161.8490762587,0,569193.296243365,51161.8490762587,-569193.296243365
484,0,51023.7859745812,0,566113.219119398,51023.7859745812,-566113.219119398
485,0,50502.4794779077,0,564897.558875495,50502.4794779077,-564897.558875495
486,0,50096.9711986894,0,563652.793372345,50096.9711986894,-563652.793372345
487,0,49613.0945955997,0,560558.896020536,49613.0945955997,-560558.896020536
488,0,49038.5134443372,0,556974.99803441,49038.5134443372,-556974.99803441
489,0,48867.7067263706,0,552540.056267705,48867.7067263706,-552540.056267705
490,0,48426.0284042591,0,549198.281180178,48426.0284042591,-549198.281180178
491,0,47673.3072483192,0,546431.077675072,47673.3072483192,-546431.077675072
492,0,47243.6306882906,0,545614.792187905,47243.6306882906,-545614.792187905
493,0,45282.4574484858,0,541513.089167733,45282.4574484858,-541513.089167733
494,0,44464.0670598477,0,538397.84088172,44464.0670598477,-538397.84088172
495,0,41807.5398139939,0,534778.238240722,41807.5398139939,-534778.238240722
496,0,41742.7221521978,0,532194.11849587,41742.7221521978,-532194.11849587
497,0,41312.2196727694,0,530127.896242978,41312.2196727694,-530127.896242978
498,0,40943.2749464852,0,527050.033844277,40943.2749464852,-527050.033844277
499,0,40747.1593677191,0,523254.349824568,40747.1593677191,-523254.349824568
500,0,40169.354370631,0,519819.648729019,40169.354370631,-519819.648729019
501,0,39853.309301366,0,517223.610944521,39853.309301366,-517223.610944521
502,0,39571.5885758399,0,515116.342511239,39571.5885758399,-515116.342511239
503,0,39323.4671283922,0,512399.382941796,39323.4671283922,-512399.382941796
504,0,39160.147731707,0,511104.635888292,39160.147731707,-511104.635888292
505,0,38493.6418180871,0,507427.042188903,38493.6418180871,-507427.042188903
506,0,38083.2266645158,0,504938.754773522,38083.2266645158,-504938.754773522
507,0,37695.9847459308,0,502789.335274428,37695.9847459308,-502789.335274428
508,0,37636.9894577217,0,500189.706809484,37636.9894577217,-500189.706809484
509,0,37179.7592712022,0,499113.703355155,37179.7592712022,-499113.703355155
510,0,36672.8165755956,0,497615.136918068,36672.8165755956,-497615.136918068
511,0,36257.4203041299,0,493730.820496925,36257.4203041299,-493730.820496925
512,0,35969.0913375736,0,490454.229150954,35969.0913375736,-490454.229150954
513,0,35862.7483281927,0,487560.145939017,35862.7483281927,-487560.145939017
514,0,35971.5548085022,0,486623.918550588,35971.5548085022,-486623.918550588
515,0,35430.25011811,0,484435.214352018,35430.25011811,-484435.214352018
516,0,35158.1550946772,0,483968.296670405,35158.1550946772,-483968.296670405
517,0,34554.1091545421,0,481106.672369028,34554.1091545421,-481106.672369028
518,0,34113.2257553219,0,477855.670793847,34113.2257553219,-477855.670793847
519,0,33148.2991991917,0,475058.985399418,33148.2991991917,-475058.985399418
520,0,32513.9157958493,0,472203.555435116,32513.9157958493,-472203.555435116
521,0,32187.0790531688,0,471889.693665683,32187.0790531688,-471889.693665683
522,0,31389.3999656154,0,469799.27061704,31389.3999656154,-469799.27061704
523,0,31223.1412608032,0,466890.862860606,31223.1412608032,-466890.862860606
524,0,30805.3291132819,0,463449.391861279,30805.3291132819,-463449.391861279
525,0,30696.3348597184,0,461359.982836613,30696.3348597184,-461359.982836613
526,0,30279.2139333806,0,460414.873469288,30279.2139333806,-460414.873469288
527,0,30115.9453622043,0,459493.293160934,30115.9453622043,-459493.293160934
528,0,30020.9304430459,0,458564.827208645,30020.9304430459,-458564.827208645
529,0,29610.5730266057,0,455743.685047122,29610.5730266057,-455743.685047122
530,0,29006.4595480594,0,453109.820606211,29006.4595480594,-453109.820606211
531,0,28582.9681487868,0,451118.491463202,28582.9681487868,-451118.491463202
532,0,28405.1605023232,0,448776.1987589,28405.1605023232,-448776.1987589
533,0,27995.3940330414,0,447890.604525155,27995.3940330414,-447890.604525155
534,0,27411.4266723031,0,446689.519276505,27411.4266723031,-446689.519276505
535,0,27385.6865723787,0,442762.861801119,27385.6865723787,-442762.861801119
536,0,26999.4123886611,0,440101.724370239,26999.4123886611,-440101.724370239
537,0,26012.0778754418,0,437045.458026484,26012.0778754418,-437045.458026484
538,0,26058.0296139193,0,436569.92150097,26058.0296139193,-436569.92150097
539,0,26019.7633622581,0,435521.420121784,26019.7633622581,-435521.420121784
540,0,25945.8794766283,0,434538.637021415,25945.8794766283,-434538.637021415
541,0,25657.8273468426,0,432011.835701308,25657.8273468426,-432011.835701308
542,0,25295.2095769253,0,428883.231752868,25295.2095769253,-428883.231752868
543,0,24807.4784108794,0,427065.92746924,24807.4784108794,-427065.92746924
544,0,24698.857485603,0,424589.909864217,24698.857485603,-424589.909864217
545,0,24381.2685762957,0,424166.35001271,24381.2685762957,-424166.35001271
546,0,24068.5494155765,0,422556.556254349,24068.5494155765,-422556.556254349
547,0,23924.2589800317,0,419343.386068683,23924.2589800317,-419343.386068683
548,0,23558.0862917666,0,416728.968658551,23558.0862917666,-416728.968658551
549,0,23291.1080648374,0,414405.247362903,23291.1080648374,-414405.247362903
550,0,23159.1768391293,0,413719.31567428,23159.1768391293,-413719.31567428
551,0,22975.4866682332,0,412570.204076884,22975.4866682332,-412570.204076884
552,0,22808.708154392,0,409256.180810636,22808.708154392,-409256.180810636
553,0,22277.3136580363,0,406612.089294114,22277.3136580363,-406612.089294114
554,0,21914.5131328402,0,404052.470447177,21914.5131328402,-404052.470447177
555,0,21647.5102731849,0,402518.946881423,21647.5102731849,-402518.946881423
556,0,21478.4685920111,0,400554.9919415,21478.4685920111,-400554.9919415
557,0,21252.3454525819,0,399577.902023714,21252.3454525819,-399577.902023714
558,0,20915.5501490424,0,398422.632234919,20915.5501490424,-398422.632234919
559,0,20626.2581910509,0,395748.304030006,20626.2581910509,-395748.304030006
560,0,19970.2357124213,0,392197.023043565,19970.2357124213,-392197.023043565
561,0,19686.6317686551,0,389701.238291137,19686.6317686551,-389701.238291137
562,0,19710.1496901798,0,388981.593679293,19710.1496901798,-388981.593679293
563,0,19401.4494113292,0,387474.128913163,19401.4494113292,-387474.128913163
564,0,19214.9067033515,0,386922.264278032,19214.9067033515,-386922.264278032
565,0,18857.3745564103,0,384134.187656667,18857.3745564103,-384134.187656667
566,0,18633.191805704,0,381581.587655639,18633.191805704,-381581.587655639
567,0,18370.8779835392,0,380214.219545985,18370.8779835392,-380214.219545985
568,0,18333.7498075644,0,378366.0167128,18333.7498075644,-378366.0167128
569,0,18129.8140926008,0,377391.6449868,18129.8140926008,-377391.6449868
570,0,17792.052249203,0,376036.725319346,17792.052249203,-376036.725319346
571,0,17761.0815183688,0,373356.102345385,17761.0815183688,-373356.102345385
572,0,17508.6523840196,0,371082.682594605,17508.6523840196,-371082.682594605
573,0,17290.3314365836,0,368796.356165729,17290.3314365836,-368796.356165729
574,0,17347.4871714615,0,368314.806664921,17347.4871714615,-368314.806664921
575,0,17252.6029485047,0,367403.351414022,17252.6029485047,-367403.351414022
576,0,17139.2996295616,0,365652.794098191,17139.2996295616,-365652.794098191
577,0,16937.0306084095,0,363261.960892749,16937.0306084095,-363261.960892749
578,0,16711.3112708874,0,360733.532060735,16711.3112708874,-360733.532060735
579,0,16439.4388978878,0,358958.809091472,16439.4388978878,-358958.809091472
580,0,16372.2430852459,0,356709.729085765,16372.2430852459,-356709.729085765
581,0,16196.0859417555,0,355497.472994017,16196.0859417555,-355497.472994017
582,0,15965.1391266807,0,353707.103340564,15965.1391266807,-353707.103340564
583,0,15888.6641172366,0,350678.648077819,15888.6641172366,-350678.648077819
584,0,15641.3114071016,0,346818.429886102,15641.3114071016,-346818.429886102
585,0,15481.4431584553,0,345007.831559143,15481.4431584553,-345007.831559143
586,0,15238.014675277,0,345135.879379463,15238.014675277,-345135.879379463
587,0,15054.5957885478,0,344355.150960934,15054.5957885478,-344355.150960934
588,0,14831.2751935523,0,343519.310476546,14831.2751935523,-343519.310476546
589,0,14658.7013617811,0,341482.86534997,14658.7013617811,-341482.86534997
590,0,14499.3324378002,0,339529.122515023,14499.3324378002,-339529.122515023
591,0,14264.7806599042,0,338140.188117612,14264.7806599042,-338140.188117612
592,0,14200.7769269238,0,336338.490515884,14200.7769269238,-336338.490515884
593,0,14025.964379214,0,335004.874134966,14025.964379214,-335004.874134966
594,0,13761.0301722058,0,333347.463557294,13761.0301722058,-333347.463557294
595,0,13763.6847680944,0,331021.335576289,13763.6847680944,-331021.335576289
596,0,13527.3283109242,0,328389.998501699,13527.3283109242,-328389.998501699
597,0,13288.7458600225,0,326881.661842771,13288.7458600225,-326881.661842771
598,0,13277.3676183241,0,326795.536885131,13277.3676183241,-326795.536885131
599,0,13147.2273044819,0,326130.059628559,13147.2273044819,-326130.059628559
