"Month","Total_Premiums","Total_Claims","Total_Commission","Total_Ren","Total_Adm"
302,4193059.03926582,1677655.62556889,189864.812530049,150449.449217405,40704711.7520262
303,4183712.67551326,1673608.99250415,184526.67172361,145199.040270195,40704711.7520262
304,4175177.99120716,1669806.8497052,188749.767143623,149502.644752567,40704711.7520262
305,4167551.66046773,1666283.69940647,193549.64489402,154374.923755832,40704711.7520262
306,4160891.27675659,1663059.4879863,198715.85562169,159604.900803911,40704711.7520262
307,4151233.13167844,1658685.31927184,182075.855940761,143056.210604857,40704711.7520262
308,4137871.3665196,1652910.25913693,161476.384696692,122582.024172862,40704711.7520262
309,4128373.83333442,1648506.55704739,182256.172619262,143451.979707918,40704711.7520262
310,4122343.16155901,1645321.85519184,200963.09534311,162217.582941732,40704711.7520262
311,4119005.67932652,1643067.04008808,215518.273596285,176807.024999438,40704711.7520262
312,4118388.42671961,1641746.72845087,230283.989057096,191582.348634132,40704711.7520262
313,4112149.49837262,1642927.84894462,172271.482151782,133639.852603559,40704711.7520262
314,4106296.26407746,1644267.6970147,173993.137641594,135428.047882612,40704711.7520262
315,4099414.3129019,1645042.97088154,169200.230251335,130710.706970364,40704711.7520262
316,4093366.19940083,1646207.05791278,173019.288532601,134597.885078062,40704711.7520262
317,4088255.84380085,1647813.7023725,177358.899021785,138997.252571702,40704711.7520262
318,4084145.21801278,1649895.15044073,182029.604277907,143718.80561465,40704711.7520262
319,4076801.60583594,1650286.43528633,167053.846547049,128822.426624429,40704711.7520262
320,4065471.97336336,1648602.18636932,148506.678701238,110389.832191233,40704711.7520262
321,4058239.24516797,1648977.44677915,167230.827602008,129192.254979678,40704711.7520262
322,4054678.60885521,1651196.14050486,184091.995688464,146099.148251629,40704711.7520262
323,4053963.52499499,1654836.37685119,197216.869311297,159244.50667799,40704711.7520262
324,4056122.65583867,1659913.23059593,210534.201788232,172556.829662589,40704711.7520262
325,4047967.59925413,1661291.00990892,156387.680476405,118442.380839742,40704711.7520262
326,4040191.4953929,1662831.5086832,157965.8642101,120049.160354035,40704711.7520262
327,4031475.49561434,1663788.20380928,153759.935900294,115882.428895865,40704711.7520262
328,4023555.65944448,1665145.16066893,157196.348620747,119350.083143963,40704711.7520262
329,4016528.11589886,1666957.83682443,161095.432406068,123271.416853501,40704711.7520262
330,4010450.06294892,1669259.49656647,165289.297285332,127477.920393185,40704711.7520262
331,4001374.8124059,1669815.62844299,152038.059697385,114271.866450339,40704711.7520262
332,3988601.27616005,1668228.63542885,135607.426539573,97926.4595137888,40704711.7520262
333,3979666.34407177,1668766.52889828,152256.354174544,114620.142268692,40704711.7520262
334,3974172.61329122,1671206.14418719,167258.430384387,129630.725246098,40704711.7520262
335,3971348.42678325,1675111.91187982,178949.521548997,141302.301554274,40704711.7520262
336,3971219.71373409,1680499.297986,190815.716437415,153120.671103594,40704711.7520262
337,3964073.73560114,1681517.88701261,141325.174941123,103697.757297843,40704711.7520262
338,3957303.68360239,1682701.15932474,142684.320188488,105121.135060116,40704711.7520262
339,3949564.27891601,1683303.21915729,138973.51640448,101483.7007219,40704711.7520262
340,3942627.63159176,1684307.38409916,141960.636439634,104536.743017021,40704711.7520262
341,3936592.13898316,1685768.97391866,145353.188073277,107986.849144758,40704711.7520262
342,3931516.25297179,1687721.12611619,149003.978001417,111686.279687542,40704711.7520262
343,3923373.83862857,1687931.19450351,137361.38407438,100121.058374821,40704711.7520262
344,3911449.95363678,1686002.29779353,122930.854565717,85803.3142165584,40704711.7520262
345,3903433.5956463,1686199.14066455,137492.874025924,100441.634929719,40704711.7520262
346,3898918.84326425,1688298.29348202,150611.534721417,113603.914827831,40704711.7520262
347,3897118.18538005,1691864.15411382,160828.035603315,123838.715268556,40704711.7520262
348,3898057.93994269,1696911.86771313,171197.677463036,134201.088153166,40704711.7520262
349,3888734.12542187,1698081.38796756,125954.629041803,89030.4037012272,40704711.7520262
350,3879781.67045482,1699420.88813396,127128.673330065,90273.4002829943,40704711.7520262
351,3869965.45260072,1700163.33848746,123940.724264215,87163.2964817695,40704711.7520262
352,3860909.90254997,1701319.86230388,126513.673790336,89806.831987877,40704711.7520262
353,3852704.82503443,1702947.31566022,129435.692011002,92791.2812175868,40704711.7520262
354,3845403.43292745,1705079.74149183,132580.349228268,95989.6808223841,40704711.7520262
355,3835313.33234693,1705421.30110815,122563.737008696,86054.8431598551,40704711.7520262
356,3821779.69364899,1703563.89796347,110144.169992982,73751.5874215291,40704711.7520262
357,3811854.26222547,1703892.89317461,122662.854972422,86350.9754631996,40704711.7520262
358,3805163.65253241,1706178.47664603,133942.805215329,97679.7346966274,40704711.7520262
359,3800984.58214617,1709972.67722014,142728.462219073,106489.497327444,40704711.7520262
360,3799340.33971833,1715291.02340585,151647.455905485,115407.659838774,40704711.7520262
361,3790756.07632725,1715797.41222947,110663.556850721,74531.0682741571,40704711.7520262
362,3782532.64135841,1716468.25559316,111624.649082247,75596.1638901845,40704711.7520262
363,3773427.44424712,1716551.70475323,108924.442843732,73007.2811524914,40704711.7520262
364,3765075.15890549,1717039.22204157,111058.482170949,75246.0061463517,40704711.7520262
365,3757566.07656557,1717986.3055832,113485.190570185,77769.9978465619,40704711.7520262
366,3750953.6806086,1719426.05635219,116098.444221048,80472.6792380711,40704711.7520262
367,3741523.17950835,1719107.98424623,107661.262526467,72148.8095480675,40704711.7520262
368,3728616.78944259,1716633.30205686,97205.6308398979,61835.9839326256,40704711.7520262
369,3719330.26962437,1716301.66965987,107678.091631675,72420.1141633077,40704711.7520262
370,3713287.09807625,1717886.46412555,117110.675881816,81936.4618930497,40704711.7520262
371,3709758.6712736,1720947.38474298,124449.353005707,89337.2291220204,40704711.7520262
372,3708767.65592131,1725498.71662952,131899.130591564,96827.2382928311,40704711.7520262
373,3698431.20051249,1726032.88117143,95801.9546747828,60912.6217852395,40704711.7520262
374,3688451.63576277,1726742.45758555,96513.3342937193,61803.5258924467,40704711.7520262
375,3677685.37430528,1726858.96217617,94225.9258909464,59699.6038931605,40704711.7520262
376,3667638.08302204,1727395.44774685,95899.0650025947,61551.0186890671,40704711.7520262
377,3658392.23119321,1728408.66797238,97811.0420372871,63635.5714924011,40704711.7520262
378,3649996.44224601,1729932.5049882,99874.7563198523,65865.8794745856,40704711.7520262
379,3639028.23542365,1729666.87549117,92883.6344080767,59056.2151376961,40704711.7520262
380,3624882.0571957,1727203.53894072,84243.260278954,50615.8110124528,40704711.7520262
381,3614094.7060155,1726936.25879977,92747.0383465448,59298.2399753525,40704711.7520262
382,3606318.08762676,1728633.97769889,100393.609659606,67104.3155775221,40704711.7520262
383,3600880.11366502,1731847.18506045,106320.123035733,73175.3261576506,40704711.7520262
384,3597800.96467671,1736590.85383293,112333.329568955,79317.93885932,40704711.7520262
385,3586989.2967905,1736675.4819136,80086.2527944022,47120.6637841262,40704711.7520262
386,3576525.41041312,1736928.91258082,80763.3447552731,47844.362109809,40704711.7520262
387,3565315.66674162,1736590.81243875,79100.1514631118,46236.8729132967,40704711.7520262
388,3554797.34346989,1736663.94634631,80520.6952255652,47706.0150159319,40704711.7520262
389,3545048.9604626,1737204.25639177,82129.5887490842,49355.504181715,40704711.7520262
390,3536116.72987567,1738245.0233593,83859.4524872209,51117.4289449335,40704711.7520262
391,3524732.86461781,1737510.38016832,78519.5865603951,45837.8742932237,40704711.7520262
392,3510320.27067484,1734597.79696591,71874.4644175771,39287.8179470131,40704711.7520262
393,3499121.02250128,1733855.84476454,78586.0327875688,46058.9278881882,40704711.7520262
394,3490801.92330828,1735054.48848277,84645.3763560951,52146.0189351565,40704711.7520262
395,3484720.3785122,1737747.73697526,89377.0415452049,56880.8537054371,40704711.7520262
396,3480894.83107211,1741949.45068062,94186.8312215743,61669.0138636175,40704711.7520262
397,3472555.1590453,1741251.08610779,67929.9435186318,35483.5205218736,40704711.7520262
398,3464564.40710587,1740732.95629834,68423.8996957914,36045.4948846926,40704711.7520262
399,3455751.33204991,1739655.33019055,67146.447769749,34844.0386823143,40704711.7520262
400,3447658.02463489,1738993.09369977,68202.0489769326,35968.6949361686,40704711.7520262
401,3440369.21728352,1738800.52325821,69401.1662910238,37229.0972961646,40704711.7520262
402,3433934.84927922,1739109.87251201,70692.8364714705,38573.7959596659,40704711.7520262
403,3424850.93997193,1737707.48920142,66630.7052225602,34590.306538542,40704711.7520262
404,3412497.70146909,1734199.76410344,61575.8527010109,29645.7143391816,40704711.7520262
405,3403567.97267854,1732815.37224729,66627.1996737886,34774.2540428057,40704711.7520262
406,3397705.47428234,1733331.03444529,71189.3141255542,39383.9208829401,40704711.7520262
407,3394222.05276417,1735313.28443018,74750.1373687196,42969.3024254925,40704711.7520262
408,3393138.17192659,1738775.78799659,78372.8186545722,46593.3452831716,40704711.7520262
409,3381550.05904388,1737720.11399687,54668.2346287751,23128.2998273094,40704711.7520262
410,3370301.16102474,1736849.59455902,54848.0160442823,23543.9532696335,40704711.7520262
411,3358387.95955635,1735434.39799535,53857.1444201088,22788.87037414,40704711.7520262
412,3347130.52777557,1734436.24918986,54412.7054151362,23575.4873566856,40704711.7520262
413,3336600.54547747,1733908.57774239,55062.0179660832,24450.8900870484,40704711.7520262
414,3326839.94460468,1733883.12602391,55771.0768418015,25380.947258175,40704711.7520262
415,3314847.79131699,1732175.32374206,52929.5291681865,22765.9960353097,40704711.7520262
416,3300094.58301705,1728399.41380071,49440.9490009577,19511.5483378015,40704711.7520262
417,3288312.25804244,1726727.90821675,52643.8261867301,22935.7762603141,40704711.7520262
418,3279193.60463597,1726940.66439812,55511.0857557349,26012.6930275564,40704711.7520262
419,3272147.56901375,1728610.16804979,57705.2299139361,28406.9078056259,40704711.7520262
420,3267190.25293351,1731750.08465941,59931.1731493956,30823.2839347541,40704711.7520262
421,3257236.70755685,1731241.3115292,41741.2733501202,12743.7050694135,40704711.7520262
422,3247613.96730163,1730911.96530443,41907.1235592445,13017.1813842838,40704711.7520262
423,3237285.26420894,1730005.88125432,41402.7656363251,12625.7220223935,40704711.7520262
424,3227615.48871087,1729520.04477177,41775.7532335383,13106.3790213673,40704711.7520262
425,3218678.9523341,1729509.92651384,42203.07070204,13635.5692634803,40704711.7520262
426,3210519.25507748,1730008.46157246,42665.6902555683,14193.9344158643,40704711.7520262
427,3200034.91069737,1728752.5429219,41093.3396418348,12735.0712855148,40704711.7520262
428,3186679.05091617,1725341.89130191,39135.2029672643,10912.354578804,40704711.7520262
429,3176376.44123483,1724100.41425982,40983.0962574299,12871.9863841767,40704711.7520262
430,3168809.57599049,1724799.09948995,42651.8557086902,14631.2618738811,40704711.7520262
431,3163367.6865757,1726994.23402213,43946.5920959542,16000.0125232696,40704711.7520262
432,3160067.50598165,1730699.38964116,45266.7290616416,17377.5473242155,40704711.7520262
433,3148683.46991822,1729895.45085017,30936.6095581911,3242.05240349894,40704711.7520262
434,3137626.88779007,1729272.11923882,30892.376111241,3389.0913778926,40704711.7520262
435,3125956.02463935,1728078.02359148,30643.7238153469,3332.25051707552,40704711.7520262
436,3114910.28876109,1727303.81189326,30662.5105107804,3538.33650160622,40704711.7520262
437,3104556.71626402,1727004.47054883,30698.4870503577,3756.84465592034,40704711.7520262
438,3094934.42188997,1727212.58398193,30745.8941468844,3981.87533920951,40704711.7520262
439,3083226.9592829,1725679.47667593,30158.4676932081,3578.76758287845,40704711.7520262
440,3068937.96763404,1722007.7912268,29449.2270635495,3062.6471450389,40704711.7520262
441,3057447.02936781,1720494.0166002,29898.3086724714,3691.59431086893,40704711.7520262
442,3048464.66047806,1720910.11211495,30293.1343928219,4254.20425521592,40704711.7520262
443,3041435.32790376,1722814.77204109,30573.4413131157,4692.49188596156,40704711.7520262
444,3036373.51971792,1726221.1326029,30860.3706128857,5127.53664525463,40704711.7520262
445,3026464.31586246,1725836.16844436,18490.5917517127,-7185.48048296072,40704711.7520262
446,3016867.76856653,1725637.69639108,18464.0192746505,-7157.76482484653,40704711.7520262
447,3006617.43564406,1724848.37473831,18725.5210866176,-6835.573744056,40704711.7520262
448,2996984.83485159,1724493.03252466,18595.2632244749,-6910.43878060257,40704711.7520262
449,2988039.00817808,1724628.61328926,18443.7002016913,-7012.54867882852,40704711.7520262
450,2979820.27838045,1725288.89097177,18279.880175838,-7133.23443905921,40704711.7520262
451,2969440.01971021,1724147.47442345,18966.6677162374,-6383.05899919652,40704711.7520262
452,2956390.30235363,1720789.2321597,19785.7299690677,-5475.66963247335,40704711.7520262
453,2946190.20617107,1719659.06459336,18920.2517720448,-6278.65740552628,40704711.7520262
454,2938542.16407536,1720521.61750226,18155.6256123705,-7003.92152351243,40704711.7520262
455,2932875.77299417,1722920.63311359,17571.6367309621,-7566.44743229066,40704711.7520262
456,2929205.47115544,1726869.93972813,16988.2949016066,-8146.37371119854,40704711.7520262
457,2920249.64645786,1725654.660315,8011.1745022158,-17053.2330747606,40704711.7520262
458,2911602.15123602,1724636.23369092,7847.08587022729,-17149.6154811452,40704711.7520262
459,2902285.71411751,1723066.27032061,8447.46138826044,-16475.9422814116,40704711.7520262
460,2893587.50942409,1721930.78131762,8026.33651302904,-16828.9582543019,40704711.7520262
461,2885577.24763081,1721284.11786048,7545.88816722227,-17247.0645382806,40704711.7520262
462,2878295.61171136,1721158.45374138,7028.99235212813,-17707.7232986891,40704711.7520262
463,2868818.85539187,1719312.82534535,8798.05178985187,-15864.0320256541,40704711.7520262
464,2856632.93354258,1715354.74082864,10960.263352702,-13604.4631025061,40704711.7520262
465,2847323.93025066,1713563.73438138,8712.25347429769,-15779.1751351235,40704711.7520262
466,2840590.43171537,1713713.52433905,6701.22026319707,-17738.4618957332,40704711.7520262
467,2835855.04333851,1715365.17777697,5143.8393685665,-19260.8267114554,40704711.7520262
468,2833132.36880668,1718532.31979758,3572.77970574226,-20813.7377000961,40704711.7520262
469,2821748.30879381,1716501.03229207,-883.196220869686,-25162.8868093859,40704711.7520262
470,2810661.70883102,1714658.4126304,-1198.68794397856,-25373.945407407,40704711.7520262
471,2799030.91276133,1712294.20026599,-352.326285289083,-24419.2058342656,40704711.7520262
472,2787963.56666034,1710344.46202917,-1051.10422348492,-25013.9857613499,40704711.7520262
473,2777519.08194655,1708860.89261767,-1841.1824764545,-25704.8910481163,40704711.7520262
474,2767731.84938864,1707874.00992516,-2688.23904201463,-26457.8575589594,40704711.7520262
475,2756085.49429463,1705258.57230942,-50.6030388347613,-23712.2906831101,40704711.7520262
476,2742139.44349263,1700639.22831794,3201.65772898738,-20334.9443001614,40704711.7520262
477,2730702.16314462,1698076.30848503,-224.493715472915,-23655.0138613821,40704711.7520262
478,2721511.77399851,1697353.71508258,-3303.11123080053,-26644.5895995927,40704711.7520262
479,2714069.38317837,1698053.87980658,-5702.9197399313,-28968.650980303,40704711.7520262
480,2708386.02247707,1700188.77658186,-8130.0471123557,-31333.4157134102,40704711.7520262
481,2696022.76695665,1697275.55072585,-6455.87839912927,-29587.7534972608,40704711.7520262
482,2683964.22641656,1694552.94420464,-6826.84474392385,-29889.7699848389,40704711.7520262
483,2671451.91682409,1691352.3544338,-5810.35827668635,-28799.350531179,40704711.7520262
484,2659482.31080965,1688554.61316061,-6635.68703537173,-29555.6742705502,40704711.7520262
485,2648108.36676723,1686208.17631962,-7568.61453172448,-30425.063149412,40704711.7520262
486,2637360.60257991,1684341.57023283,-8568.24135065459,-31366.9331580193,40704711.7520262
487,2624973.12551261,1680954.52001917,-5398.48960050115,-28122.6793431142,40704711.7520262
488,2610548.30703841,1675686.10192749,-1492.37130144184,-24121.3314152239,40704711.7520262
489,2598414.08152143,1672357.60969304,-5550.24027171387,-28106.2596082114,40704711.7520262
490,2588334.5798816,1670765.71823312,-9190.99267567029,-31694.0515604615,40704711.7520262
491,2579860.6279749,1670517.0709408,-12019.1029932925,-34484.7489556333,40704711.7520262
492,2573002.09307057,1671622.57974966,-14876.632277868,-37320.5397729843,40704711.7520262
493,2564183.44111434,1670298.06128675,-15827.7314616518,-38202.480530068,40704711.7520262
494,2555648.19047807,1669160.92316286,-16263.7040095159,-38571.5364923252,40704711.7520262
495,2546533.02276139,1667479.26112962,-14912.5887687677,-37148.4207545019,40704711.7520262
496,2537973.54505967,1666218.0092176,-15935.4346140971,-38103.8638613624,40704711.7520262
497,2530030.86255731,1665429.78922736,-17098.9770380378,-39205.1301956101,40704711.7520262
498,2522740.43884479,1665145.58777026,-18350.5314565422,-40399.8442426519,40704711.7520262
499,2513522.75976331,1663171.6694736,-14234.3322209877,-36210.2885414381,40704711.7520262
500,2501925.95980191,1659130.00961575,-9166.62579346714,-31048.8640407711,40704711.7520262
501,2492879.31110063,1657210.23195511,-14362.0987014833,-36172.2143504957,40704711.7520262
502,2486114.57570255,1657189.76688023,-19026.3820332695,-40783.6891678302,40704711.7520262
503,2481120.49055485,1658638.07561605,-22649.1084139156,-44368.5780462174,40704711.7520262
504,2477908.48178429,1661567.80069581,-26314.8265203801,-48011.5403509563,40704711.7520262
505,2466852.52736493,1659088.7446743,-23497.4127624593,-45106.6744331434,40704711.7520262
506,2456079.98125461,1656793.61470423,-24049.1597318233,-45573.2538116584,40704711.7520262
507,2444855.66717744,1654001.43286351,-22476.4193845364,-43911.2896865206,40704711.7520262
508,2434143.21752739,1651609.81514697,-23722.2856321353,-45072.2116277944,40704711.7520262
509,2423993.62610244,1649668.01965293,-25135.6918216495,-46405.3973281591,40704711.7520262
510,2414436.21510121,1648204.97425948,-26654.1668739922,-47848.6335468697,40704711.7520262
511,2403278.80281278,1645183.1410326,-21787.3464268009,-42892.6104260202,40704711.7520262
512,2390138.09383743,1640243.24034055,-15782.2547292717,-36781.042716034,40704711.7520262
513,2379202.52041985,1637278.70258436,-21966.4921768673,-42877.7358628351,40704711.7520262
514,2370243.21558619,1636081.008554,-27524.3100022643,-48364.9551150253,40704711.7520262
515,2362824.78027249,1636248.64638557,-31848.1882503122,-52631.420991283,40704711.7520262
516,2356955.95965912,1637792.14674761,-36225.6407572449,-56964.7338134129,40704711.7520262
517,2347904.56181381,1634227.00511548,-29934.6099739424,-50555.2500107893,40704711.7520262
518,2339128.63085911,1630864.82299199,-30597.9065594273,-51102.4373307872,40704711.7520262
519,2329850.09444406,1627076.39743416,-28868.0868508337,-49254.212304417,40704711.7520262
520,2321092.04051659,1623689.33544862,-30309.6086817422,-50581.1106797826,40704711.7520262
521,2312909.11652979,1620748.81683712,-31940.0983944109,-52101.071379599,40704711.7520262
522,2305332.88725057,1618281.32205815,-33689.4254441287,-53744.1414790116,40704711.7520262
523,2296038.44612853,1614405.25480168,-28243.3510986553,-48182.2459933568,40704711.7520262
524,2284618.55483962,1608782.10329383,-21507.8676089287,-41318.9611870476,40704711.7520262
525,2275515.28763497,1605004.50621941,-28491.2833655817,-48189.0166272642,40704711.7520262
526,2268486.7579497,1602881.63290227,-34774.6312094517,-54371.9732336071,40704711.7520262
527,2263071.86849906,1602043.91458534,-39672.8625451535,-59180.0234696984,40704711.7520262
528,2259280.39155954,1602501.82536585,-44634.4144958194,-64061.6580010239,40704711.7520262
529,2252099.47330055,1600666.72590922,-37782.3196537863,-57136.2714435945,40704711.7520262
530,2245181.30388769,1599011.41678686,-38471.4238307262,-57754.1550042194,40704711.7520262
531,2237700.8524771,1596848.54178198,-36457.0266545184,-55664.5176094542,40704711.7520262
532,2230744.36055803,1595084.31905015,-38027.3377730727,-57163.5753378164,40704711.7520262
533,2224370.16929186,1593768.01600143,-39811.2429272146,-58880.6362712034,40704711.7520262
534,2218612.07865212,1592928.53227866,-41729.4126290106,-60736.6152435891,40704711.7520262
535,2211003.45314917,1590506.45336579,-35518.2372928941,-54449.7135571478,40704711.7520262
536,2201112.7617683,1586146.11460192,-27853.3440137165,-46692.3938616972,40704711.7520262
537,2193654.04174315,1583781.37448419,-35692.9024604515,-54457.5944915139,40704711.7520262
538,2188370.65803564,1583201.99396422,-42739.1600223309,-61445.6411745198,40704711.7520262
539,2184773.39395454,1584002.66159311,-48218.3978960597,-66879.1963057974,40704711.7520262
540,2182872.70008269,1586194.33476333,-53767.7591064071,-72395.4802558588,40704711.7520262
541,2175818.53956095,1584586.80448939,-44473.3702807184,-63042.9561652915,40704711.7520262
542,2169022.22478983,1583142.73700516,-45224.6087509221,-63738.1188188106,40704711.7520262
543,2161676.91304194,1581165.69787732,-42987.7430391147,-61440.7056059471,40704711.7520262
544,2154844.71599223,1579574.77162264,-44712.4444029587,-63108.9784841863,40704711.7520262
545,2148582.58273978,1578420.21091828,-46673.1571174784,-65017.8392082193,40704711.7520262
546,2142923.44928959,1577731.41225181,-48782.20416613,-67079.8767461112,40704711.7520262
547,2135455.45933944,1575423.97610132,-41903.6584165746,-60139.6582785858,40704711.7520262
548,2125756.93740055,1571133.00803882,-33417.4141425247,-51573.6684598486,40704711.7520262
549,2118437.35620717,1568843.6024313,-42065.9731948155,-60161.6869111778,40704711.7520262
550,2113245.14701643,1568340.42869749,-49837.7604982461,-67890.0783331432,40704711.7520262
551,2109701.42862879,1569211.02643752,-55877.512636566,-73899.6991178727,40704711.7520262
552,2107815.94792323,1571464.8875796,-61994.4778742113,-79999.8809112213,40704711.7520262
553,2097857.80427196,1567891.46926499,-48672.3922892363,-66583.3061146357,40704711.7520262
554,2088161.56323654,1564502.70441701,-49524.7079395461,-67343.2508663354,40704711.7520262
555,2078072.3729176,1560680.91784477,-47209.2589191517,-64932.7283245776,40704711.7520262
556,2068448.21678601,1557239.74014632,-49089.9608087381,-66721.8230642309,40704711.7520262
557,2059334.18723089,1554223.37530373,-51221.0417143782,-68765.0741929963,40704711.7520262
558,2050756.00013174,1551657.58745903,-53509.7682049309,-70969.9252581978,40704711.7520262
559,2040761.85142001,1547694.80574639,-46267.4996856896,-63633.6028919069,40704711.7520262
560,2029011.03555652,1542010.34280288,-37314.1229675523,-54573.5451391616,40704711.7520262
561,2019232.62683472,1538134.23741158,-46514.0873410035,-63681.208430393,40704711.7520262
562,2011222.02829082,1535876.35716286,-54789.4951323773,-71877.2043546603,40704711.7520262
563,2004590.62714181,1534871.74805498,-61233.0279580727,-78251.3950336459,40704711.7520262
564,1999345.13045675,1535129.16959358,-67760.9299287428,-84720.0715796153,40704711.7520262
565,1990388.59910046,1532099.04144875,-51860.9181751666,-68743.4218314019,40704711.7520262
566,1981689.06889211,1529258.0149374,-52736.9856850704,-69544.7614143868,40704711.7520262
567,1972593.19804173,1525976.0375795,-50336.5260732499,-67066.3330350205,40704711.7520262
568,1963959.35949885,1523082.69431776,-52275.3014114929,-68930.6645899396,40704711.7520262
569,1955832.89913356,1520623.17021974,-54472.4304065367,-71057.2321801647,40704711.7520262
570,1948239.68866196,1518623.86143293,-56832.0071759648,-73350.3344450376,40704711.7520262
571,1939228.2128776,1515200.4113496,-49331.2541402285,-65771.8112128363,40704711.7520262
572,1928456.78284812,1510020.72307134,-40060.4828605083,-56409.3000335954,40704711.7520262
573,1919653.05569832,1506684.44638339,-49563.2462605667,-65835.7577282356,40704711.7520262
574,1912613.1321402,1504998.45603893,-58108.5004140638,-74318.5229661823,40704711.7520262
575,1906948.97572471,1504591.21562954,-64757.8713438312,-80916.1564255617,40704711.7520262
576,1902667.62672839,1505472.18931033,-71493.1526999674,-87610.5044982509,40704711.7520262
577,1896359.59913085,1503155.05198934,-57366.4888195938,-73436.7717237683,40704711.7520262
578,1890284.10825662,1501010.39345294,-58246.8581907919,-74271.977140317,40704711.7520262
579,1883713.02406186,1498389.0075648,-55635.4906460777,-71611.1664474334,40704711.7520262
580,1877605.59866956,1496147.04274611,-57651.4206236809,-73581.522125452,40704711.7520262
581,1872013.17622339,1494331.20351083,-59943.3118009265,-75832.1460967694,40704711.7520262
582,1866965.31396632,1492968.77552968,-62408.7923141374,-78260.9201723657,40704711.7520262
583,1860284.74625452,1490117.17360931,-54367.9490986609,-70169.4365734131,40704711.7520262
584,1851591.66266026,1485432.61287336,-44444.1314664471,-60177.8108385709,40704711.7520262
585,1845047.82779204,1482628.15470166,-54536.5332429951,-70220.5845734794,40704711.7520262
586,1840425.61160465,1481503.56598191,-63607.0047692586,-79257.6821370964,40704711.7520262
587,1837291.96349267,1481674.68719328,-70655.6214223748,-86285.5091328022,40704711.7520262
588,1835654.87930621,1483150.48767408,-77795.5236806409,-93417.2825926829,40704711.7520262
589,1828825.31884248,1480058.24671236,-60769.7842677768,-76352.1869236783,40704711.7520262
590,1822229.60874799,1477141.15901606,-61693.8206639347,-77238.690037196,40704711.7520262
591,1815184.44434188,1473786.07053214,-58981.2160641887,-74483.9952440135,40704711.7520262
592,1808589.50180691,1470801.20171966,-61086.5270560602,-76551.0722801055,40704711.7520262
593,1802492.64218901,1468230.10783153,-63478.7416885713,-78909.362367927,40704711.7520262
594,1796921.28463154,1466098.08838417,-66051.2804529048,-81452.5485725594,40704711.7520262
595,1789832.61075964,1462569.37770236,-57679.4085165439,-73036.810216763,40704711.7520262
596,1780870.15332552,1457326.02285266,-47345.3459666986,-62641.0383339194,40704711.7520262
597,1773937.97889441,1453875.68424941,-57853.6128841702,-73106.2410784241,40704711.7520262
598,1768822.14122055,1452028.82352832,-67297.1952865351,-82523.4113639155,40704711.7520262
599,1765116.00212897,1451422.31610899,-74634.7213249274,-89847.3859344886,40704711.7520262
